"Data Source","World Development Indicators",

"Last Updated Date","2026-01-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Euro area","EMU","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","26.2756815142123","25.7922595241321","25.1940043063105","25.4409047040064","25.8058261760211","26.3023570178304","26.6593168129084","26.2740487547039","27.3594495112492","29.1877370863529","30.394961378093","30.3118698519362","30.5770251293792","32.6667041332532","38.9638358789812","35.3323189449272","38.4698269459292","38.4771371756904","37.2527866819222","39.3982321847918","40.7062483249544","42.6078699846321","42.0366580685653","41.3496329544424","43.9556877433556","44.6824558845476","38.8160292811645","38.1964375220948","38.5929847197254","40.8680138451665","40.0002591162238","38.8334592392098","37.4960887732816","36.7840956512759","39.6184115562881","42.1974880226548","42.7245909920046","45.9454272474787","47.5064877023374","51.1997139324863","58.9943326139634","58.0629584008406","55.9554233600655","54.9980555528359","57.2502000226006","59.9337694100466","63.4819400420842","64.8958909439057","65.8997238184934","55.243187127135","63.1853059439003","68.3827985556544","69.6100010093036","68.3430298139158","67.710226933342","67.6974145269872","66.2527437444145","69.0578522187751","70.5186232122998","69.4797906807222","65.9711932995939","72.4877048616019","83.65893206288","74.0539080924969","69.6836547941786",
"Eritrea","ERI","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.9228106278868","83.5697375950298","106.641426477772","93.4230800421701","93.8667989838044","84.7790825183201","71.8958256088333","77.0773279266447","71.9169009806424","58.7475587682396","80.8970878083806","50.56028450808","44.2719648990702","45.6107739146627","41.8606305654313","39.6821033752023","44.2693057645447","32.3693348435748","42.3399471332471","66.8280345455347","54.0506579531587","46.2893846652417","69.1913009219017","44.8979734411506","53.1746521038647","55.9573486156032","70.1038974514426","42.0251599904209","36.1991765837078","30.9769452742726","37.03167701803","28.970303036472","30.897725277527",
"Spain","ESP","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","11.6463307812073","12.6561592715707","13.8895304254275","13.7023180752861","14.4535799995464","15.600703862084","16.3907050527566","14.7462894918477","15.7249758092637","16.5351470079262","17.4178537244606","17.1145397835083","18.0165311993257","18.9162195446196","23.1666175481609","20.8858165455288","22.1275453848559","21.1998570669716","19.8311406206724","20.3526563003129","23.5588429851344","25.897175998032","26.5311250219545","28.6409091754256","30.4331939350625","30.0059243191704","24.7919942814336","26.1537529019704","26.5991495703113","27.9787622017794","26.7369632507822","26.6115234560388","26.0271241064505","27.087448997675","31.2267267130572","34.4181576894748","35.5723624285708","36.6985592643905","40.1846368252517","37.7964889600966","45.3758074956323","43.2160830557977","41.0179602150228","40.1722220842833","41.2172265229359","41.6942521039551","42.9856500943597","43.5144486274745","42.9245993016462","34.7828622382978","40.7169780626823","45.9244012540875","47.527457992578","48.3363177847654","49.5124573666613","49.2573660793898","48.3422707782042","50.8046092446811","51.5013937272925","50.3576643446257","49.1949877035219","54.7251866532511","62.7891490901118","55.1018171627613","51.9302729795657",
"Estonia","EST","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.3613546508694","71.7194229887732","97.4023618640792","110.7810063669","143.042264140711","141.555974387263","123.781632775354","156.192305292997","147.91483072689","138.383099957367","137.587896161678","117.445679632305","127.247677084771","135.918278337678","118.871652476567","117.011360905358","97.7285077235221","122.298531692969","146.619136032441","147.056000264524","136.670288784112","126.916006449467","117.352345006189","114.531037719784","113.70080743468","115.803815457366","107.066163588785","105.79253242322","121.429201229449","129.809990469813","102.47563800076","95.6772509130985",
"Ethiopia","ETH","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","10.3072831221721","10.1733665761709","10.5289281014676","11.0133436212601","11.4911872500405","12.3148228468159","11.744630858973","9.9115998915604","10.6490628022734","9.89531417769138","9.65404862926894","9.73860578750832","10.1129096756291","11.128661067307","12.0597482763119","12.0820235581299","12.7836729046594","12.11994552489","12.6517851901656","14.9558572981183","16.270746466724","14.90477017335","15.0000211888026","14.553049830314","16.3768293625078","13.6456356423659","15.4245023688307","13.1695995812925","13.9342037229898","11.969804799795","11.050614632011","4.78992472641362","9.37256006897046","10.8937710848452","19.7864841093233","19.9485558775315","20.7505452860834","19.3104137909642","25.9319719486484","25.4023403464099","21.1832800226753","27.5289788724759","26.4176579559594","36.8983523330079","35.060056717325","40.3027481349582","40.9008344401579","35.9556413222935","36.4984367930615","28.6274581680457","36.5206005584203","36.8387546550886","35.2868747068032","31.5751189171391","33.5034228834772","31.5860230793913","28.0653603386411","24.5959980733209","21.6096155150915","18.8327880885887","16.5925507967739","18.2651733624415","18.3798473305622","15.1103124341759","17.3567171665172",
"European Union","EUU","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","27.4034435359939","26.763874896856","26.1707807991855","26.3851429490757","26.8119913873787","27.2596629896238","27.5037949027019","27.0389765116728","28.4750312499691","30.277476287075","31.5708867169162","31.3718794033964","31.51229320354","33.776788130535","40.3189098409571","36.5942063178837","39.3017010392378","39.2265407636823","37.9537039093673","40.2053009745657","41.8248089652415","43.7523125148256","43.4122067328562","43.0706062245524","45.5947468750607","46.3562111726858","40.3152823097433","39.5620649519309","39.9177154142286","41.9686939984735","40.4427394267587","39.2610779475503","37.9257065811807","37.6553010641613","40.6681617176099","43.1766714491243","43.7066102588474","47.0387858167598","48.5282138233518","51.9072333620299","59.6221074159848","58.6661623967606","56.8087600060174","56.1372922166536","58.7525381441542","61.372825650952","65.1673112789631","66.6465862130326","67.6915597869594","56.9543361849631","64.9099371112563","70.1972482450015","71.293390575821","70.1052612383203","69.7926265768373","69.8458373971464","68.5695576542171","71.4654012778119","72.9845056351579","71.9194726395737","68.5627255695061","75.0964774567835","86.0958918274035","76.4960459034491","71.9458318660959",
"Fragile and conflict affected situations","FCS","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","35.4758148595297","33.2574676691141","31.8602050301991","29.8540451458746","36.4302301072995","35.0970632276356","33.0441403542158","35.3426345544221","35.1793925870206","35.1971201510459","32.5926910206587","36.7711262680036","34.3087954284842","38.7023336941866","50.7542237657151","50.2475908881848","49.8708115449021","52.4594684708274","49.0699748674076","53.6460910473818","58.4393932420759","40.5006081661261","36.9421319506478","33.5505318270089","37.6524298220871","36.0853841404729","29.8996324036069","31.7881367507999","32.9421954605375","36.6069172506043","25.936382336987","33.8362968372213","35.0644454396256","33.8642859743266","34.6142904582458","34.225904469248","35.5804393277892","33.6649775366754","29.3598662326167","42.663740962386","45.6430299900398","45.4769203227611","45.3977442272079","48.5203220282173","54.772515205063","54.7677231603572","51.997951256841","51.2887679828264","53.6662545106036","43.3617035637774","45.8154560129354","52.4117421390545","50.6502318314899","49.7698805329702","46.9194622245228","40.9461459288935","36.9016633376755","38.8734203489658","43.8357430913509","37.179388236839","32.225271904806","38.036856928828","39.3915694894851","41.2810609586541","46.4982457925953",
"Finland","FIN","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","38.8863920435672","36.8957211865122","36.3931683289983","33.8702150499793","35.622427679866","35.4016195237109","34.7190053667996","33.6809069250123","36.1910666868447","39.4201936473334","43.5267623959874","41.297767390441","41.2221518350911","41.9942420915048","49.5069889576162","44.5458457723256","43.1176941384612","45.5872557023862","45.3289453221312","50.7542088478272","55.5172578728461","53.7699550721211","50.1837546737708","49.7365912518854","48.9966206354553","48.0676644053242","43.115637564618","43.3255093509026","39.3235122345488","40.1155477665471","37.8744923266347","35.1259407683546","40.1544979123912","46.6030957832029","51.3438794872361","52.1854104454872","54.9624323131687","57.6070692643819","57.2516591243118","54.9838553796204","63.9409329222966","58.5826062707888","56.5420739817888","55.7557258161843","57.2085353465788","60.6581972470007","67.5351329306492","66.9873738108658","65.8862028388355","48.8175073159175","55.4549229168943","59.3929531372061","58.0884998441606","56.2430548197581","55.2504068884023","51.5615204292377","49.7320063481861","54.6232457393768","56.4112242769803","55.1220338172411","49.810312884431","57.1025649936669","65.4401326700647","56.1527648269114","53.1264192680775",
"Fiji","FJI","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","77.4514573991031","70.9475780409042","74.8536885245902","88.061673151751","102.118974820144","91.7838184931507","80.3431913116124","82.3977064220183","88.0487654320988","88.3731324544884","86.8661626694473","87.1848985370458","80.2130639112132","80.7605602244871","82.8877004444444","68.8312276260264","62.7752892262819","73.8010697474942","73.0765061236115","76.8860023468669","85.8127268666538","83.4394353219697","74.2006299622777","70.3419479651595","66.3836629812593","65.6344535095716","59.755058219881","64.4340855855856","80.4497602670698","90.8967715511615","93.56646","79.630994906954","70.0203778655783","71.5114667988107","77.448383898844","76.6887712656538","81.5052724959829","75.924980945122","74.6455222408281","78.0806219029391","84.3155495059206","86.113930595428","77.2386111942532","81.4173499036962","78.9858941850802","77.43917","81.2012993597086","75.6294277678719","90.4295167142205","72.1097413528406","84.3585784539806","86.0186739777625","87.4616168019454","93.8909318972125","95.1801581392905","63.5560657468894","65.7577994354148","63.0619116309555","67.384221401424","70.4783056438413","60.4817744925892","70.4758209719561","81.4004103191188","76.1045913399117","70.8597650969529",
"France","FRA","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","21.2204550989193","20.7078674194203","19.6670131276668","20.1216687427099","20.558917414793","20.3710244062849","20.8962430168294","20.3152487304203","20.9166966333312","23.151420589654","25.2727423598851","25.5910634342842","26.4936533597358","28.4028124184594","35.0771987473493","29.9579395152642","32.8360747528414","33.4070935469775","32.121019831604","34.1490693567857","36.1246159220608","37.3247991518291","36.7391076887593","36.2966853914497","38.4600348333579","38.3620159360541","33.2505569283717","33.1265347357726","34.2930860501087","36.6251136559564","35.8624578294419","35.6550944051391","34.2175746913772","33.3974098166911","35.8322873304163","37.0201754173496","37.5303675690995","40.511532399161","41.9800468180762","43.1277928196281","48.9765647585497","47.5772107626005","44.2889779537592","43.0974187347911","43.7507996028244","44.137198075067","44.7734681295828","44.8251155672969","45.5457721823154","38.7268375222284","42.8850473313804","45.8645860070991","46.3331983710335","44.8293753151394","43.967360627144","44.0953652658232","43.2655725088974","44.5998736047233","45.2499897468143","45.012924893891","40.4064908812393","43.827138408744","51.6560443653201","47.0936178247274","43.9631775031648",
"Faroe Islands","FRO","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","81.3363831425898","83.9461403384615","77.0187882162162","83.8462187865169","98.8242346328196","92.9660855557838","84.9162238966631","96.7841686345647","85.2797492331288","79.363682146219","78.6839866801211","81.1655090096286","84.6965113269196","71.7517368058371","74.8610347285537","75.1049991881188","79.4310943185779","79.891785535917","74.5873998405987","83.1792693529935","94.3670702096086","87.3935861940414","80.7783779863905","88.6852069979685","72.1255265358263","76.2612832369942","71.4186295015293","75.3337094453502","73.9060512528026","67.2970445330452","69.4308788338214","79.6125881845888","86.72963343328","81.8794240186915","75.7420952870106","75.1114523300802","77.1685371365813","80.600981348783","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.9366479550922","55.4733727810651","59.7826086956522","59.5667870036101","69.0623245367771","70.0604838709677","53.8271604938272","50.015913392435","54.4918870313077","56.7522541675257","57.2693773184469","52.9468686740108","56.1805465812249","59.2247369825218","55.1220744782046","60.5935190604166","63.6839620131723","60.5924927104268","62.35328503624","65.0764587847392","70.5085466135327","71.7264502488618","68.1257840063343","85.071881110721","76.1991899606634","71.2896042731577","61.4661360157808","64.4797171691422","72.3076923076923","63.7883008356546","62.5","64.9746192893401","90.6402662142162","94.228347717414","93.5193045240985","92.1921202239612","101.182563363167",
"Gabon","GAB","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","55.8426315285682","54.2836650503812","54.7056317601496","78.3271678136047","70.0111745533665","73.7390558162162","67.9276585625262","68.8655320449102","64.5230163997212","68.840929038833","69.1779763714019","71.0005707392959","85.248054478341","72.0827215040348","71.2335579230562","65.4432990484429","54.4292739774718","73.2909990630252","72.1496110237389","78.5413454421347","66.5243190759788","78.7619895212958","83.692466488687","79.1737450019345","76.7945303630639","84.0141202384539","62.7857569227115","61.490700781562","51.8189659819064","56.4922970524148","52.4503682670616","56.9506881961762","49.7461655642928","71.7116811685088","74.1143853953505","72.4967110322398","72.7251652234963","77.4946823072915","67.3370286852552","69.3760567223964","69.8358711378527","70.1933843808202","66.4236244256503","65.5415131408101","65.3134743645687","68.205648861943","69.4740421450524","67.9704664919814","77.8930618709738","64.860452251056","81.1892466691843","73.7549314878211","102.909274807446","111.254170962101","128.971889118085","116.629870795438","111.773550016368","64.4094447954553","71.5999661842958","68.6720490613236","70.5829312249764","60.0516275400566","71.0838253756504","87.2275399816333","81.8350796827151",
"United Kingdom","GBR","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","32.2841991839117","30.6179549033103","29.9479747516297","30.2985277261423","30.554756953573","29.4014947315861","28.9510944426065","28.5483454423037","31.9423057965755","32.2896114400775","31.6066310995207","31.0274735458429","30.3862497428513","35.4034061124259","44.8194760894957","40.0253747460512","43.4624565469293","45.2551044318905","42.7827509234256","42.3689094180701","39.9468828080972","37.9003345411301","38.176956318221","39.1527674217727","43.0360894202556","42.9624716525334","38.8098711952641","38.3357936683737","36.7538342020556","37.7690942469003","37.3362997565266","34.5565256510372","34.8875238704494","36.8101706573374","38.5058262524222","37.4475701380595","38.29817996539","37.4636795372958","35.836482901943","35.2571868882717","37.2587228888835","37.1724294549873","35.8407647453723","34.1167538744493","33.7260061048433","35.8779767525222","39.3232222207188","35.1521899764714","38.9126316847219","36.2654636992956","40.5509874406068","44.5254685809132","43.4464486994075","43.2232613995187","39.0526276605737","37.2033026034763","38.7019379386028","40.087126406212","40.0026853738836","40.2069043063565","38.0976298385091","36.5390631686012","43.0568308844181","38.4869412960194","36.0438439907329",
"Georgia","GEO","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.9938672922252","8.73691807597778","19.6907741327718","20.1579027412797","28.6274077807936","33.7271948890206","29.8325944525199","33.1425507788382","33.7533385183101","33.2664250374588","33.6301079667382","40.1365152205135","48.6404364687561","52.3326474283403","59.5719900941994","63.3740653885535","60.9371751568816","52.3269418325364","55.7982727346607","59.7985544656883","61.6358373803635","62.411303280939","63.8037980612824","62.4285815908301","61.2449095149509","65.5795409433962","71.1742385507118","75.4946450549008","71.139173311374","76.0723071602661","76.5392432061488","70.4955400094851","68.5826128923785",
"Ghana","GHA","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","56.5217704394501","55.4244438696845","47.3774020482594","43.4839725197688","38.1794865709365","37.3028397356572","29.1586231475845","34.9132505475009","38.3944055284706","34.3518161657621","39.2319992856419","38.1447490018497","34.6542786901815","36.883472816344","53.8624463519313","57.1864470944539","61.260190009194","64.3375436710562","57.3109215667588","45.9426688399121","53.6980304303183","51.4157464268995","39.1229482597078","59.3008835131875","25.7463270759644","32.9240456146079","33.2829037550377","42.0309651474531","36.8235191153695","43.622653318412","35.6930202192742","25.3211129506589","53.3189617803149","59.4579631207872","64.8687308357349","56.153852703278","54.4786456119308","57.4770754035172","58.2459197502313","67.374007521939","93.1996624988491","91.6296613931448","74.1137425811469","72.5036084386247","73.4567393238852","75.8429721018129","50.1842524892458","49.3649356930043","54.1817788387651","53.3078016772251","58.644021335595","72.7641699123625","75.8752345917387","49.8872461359282","50.8737123397321","48.1139495320654","42.8503902951703","43.8549647138993","41.7443795466076","42.5426209945473","38.4254746538806","35.6615526699214","43.1512853459185","38.1292214438968","43.0844540513615",
"Gibraltar","GIB","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","","","","","","","","","","","4.16120042293497","3.61683484462102","3.97328710541708","4.75536058388705","4.77912572789417","6.17752306534004","7.68914346119879","8.11352421025741","7.60451008124962","7.04059194345127","7.80791109272713","8.09625049278461","6.33068877194423","4.99012097411473","5.18416058683286","4.12504239866193","33.7214177506234","33.997219535274","32.1014331361969","33.3889885759369","35.8509526326012","32.346273864871","26.2464428576969","27.0017809157451","24.7729463832208","28.2414323734988","24.0549817832907","23.6545193260272","23.5086439009735","23.6188951025837","29.2618668887692","32.2867794886994","31.9880323657012","24.8548905459121","28.7505510777296","39.0662522448523","47.1324797733468","38.539183618265","38.8846929077576","31.4132758060335","41.9641611892081","52.1581199310507","54.7522336230856","44.8271844271033","50.5554874010367","45.1774944011485","79.6072085402517","78.2398018789907","62.1066133104135","55.1593870245608","89.8450930295602","84.515215794286","68.2857407252463","62.5947904403804","62.8901688264967",
"Gambia, The","GMB","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","","","","","","","76.9020569981001","79.237593932322","82.6043381924198","79.7023166843783","66.926617714548","61.0098969432314","74.3738614864865","74.48021875","93.9496217205613","90.2936739495798","97.1558910068518","90.518643449031","80.8924539620536","96.0829873990961","81.2997708603931","69.9371843311093","68.0396316667607","76.3649944309314","84.0189808055381","60.2499418624495","74.8732863254512","75.6935417734495","73.4984716174292","66.1691475567193","69.066938200654","35.0566587775836","38.5016956696937","43.4413510334958","33.0880108768478","25.1908440264465","32.8916559168168","36.4594130823519","29.6327938237955","25.0391533784461","25.9287780315831","20.8027037443824","30.7833155687277","33.0569223643827","25.6783275522773","25.9803174705979","25.6139646517862","26.0998050115788","21.5140933010006","25.5147337459129","22.8731394015039","31.4252686514921","35.7595975699698","35.1844049043534","41.6442408156796","38.8194079432661","29.7053935070257","44.6538490625532","48.9024972414999","41.5745462277864","40.8350009150506","36.839199792676","38.5533944903998","72.158304449136","73.5584962329106",
"Guinea-Bissau","GNB","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","","","","","","","","","","","15.1462923634061","16.1632154160211","15.3518061592184","20.6601537769096","18.3043382690906","15.8835490570897","14.718349585666","16.7295880492571","19.1296600258962","24.0148099999075","22.9446896009829","15.9112603096463","14.4090872183833","15.0508491712076","18.0565340828459","19.2534397885054","20.6779879446534","19.2523291601431","19.1806439856554","14.9799944116167","16.5566237440647","14.3611339436552","17.3378195752432","14.4532251044027","32.1631558307445","23.7808381459714","16.3592747660177","19.6244925707255","15.22754666562","17.6054581574026","30.9189628749119","30.2948876608155","24.2087326856694","23.4820311822923","27.3116174560695","50.3301123395486","56.0822542826338","68.2455194100874","67.5996578272003","69.6497870129622","62.5457033755995","45.0273583431508","32.5896732912414","33.0725133360306","37.524750445498","43.6486385784299","44.6559708147317","47.075515052961","44.0116604310746","39.7186536971652","33.7232012791749","37.3147125695645","38.3953252627414","33.5575488145123","33.0419242290192",
"Equatorial Guinea","GNQ","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","","","131.531853972799","103.915662650602","107.868631416739","81.8553888130969","83.924178845319","94.0298681496098","100.719424460432","105.614348251094","73.8714679531358","86.2242120661377","70.3050033292115","56.6479950960705","52.0391582900696","44.1053897416198","13.5065972572714","23.0796926232102","","","78.9844483348055","103.453656450059","97.0771914898864","72.0032198888124","65.5790944762566","59.5635089806162","99.4668109440183","103.91462512497","109.415005145343","104.230424175147","109.704464521747","93.7730810236642","78.6891960570517","85.2640832198879","98.2074632766963","174.828427386381","225.412194026295","193.291159687016","203.945297816916","182.574037258561","147.99256454674","174.384501514496","145.233736857228","149.270794555531","129.025256464268","101.906095559074","101.392662484125","99.2753917026099","96.2283668266338","102.157367884273","124.196697724476","113.333382536687","111.750113537549","90.2143582842928","83.2971403430512","69.9556496295517","65.1198690330496","64.0279906692641","68.6874220488051","64.8355632899398","44.5328677686471","45.7683024095867","61.712595303403","38.054555222512","35.219162621628",
"Greece","GRC","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","21.1701338524243","19.1521644173686","18.4999914027987","18.8189617758651","18.1544321501067","19.2819779929288","19.2279966047127","18.3784281920404","18.7028950243327","18.7530998810661","20.0739151712029","19.1815765884941","19.3265622845942","22.3850597670935","25.6613180586094","27.1995628177477","28.0603048279816","26.9362776368813","25.6491426922453","25.1265160590786","28.0178591831608","25.2932786586603","26.5956918735049","28.5445244485075","30.0957846896947","31.1160413477826","30.5744469814252","30.4311284616568","23.606191449349","30.3530515093902","28.8844081771248","29.1722106827446","28.558171376056","28.3841744985874","26.8837911017915","27.3769999620788","28.0337988988091","27.560772349041","29.481534938352","30.3351446185178","35.9660784155982","33.7189245963734","27.9420553596699","29.5708369694385","28.9676190591281","31.4321399164777","33.0129232164552","35.4555786369358","36.4255782089031","30.3767362712871","31.6863728503207","35.4781207002696","40.6169556855215","41.0046184981127","41.8718044498283","38.7218054989249","38.8198196856255","42.979102464047","48.4667351057141","48.3783244955737","47.6382617754806","56.949534969442","72.3927073457166","59.6811175963806","56.8997527529758",
"Grenada","GRD","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","64.3406179466695","60.0074366448843","63.5731873985641","60.4145391191889","63.120439938514","59.7916428662711","57.6615718761989","50.8474655206785","54.8505618193555","61.3040634736074","56.27656490287","52.8859830824337","47.50724576938","47.4651518020523","47.8790433501144","40.9465495277713","44.5431156678078","43.677280716754","42.6685347590527","46.8777964286266","49.9757015343825","52.7019750241644","49.3766334494957","55.1875986650142","48.9966085237873","43.8615220667873","50.0830424721371","44.2316434970335","51.1821086261981","46.3717891591154","52.4592865703006","47.7011417199665","40.3228130024145","44.4868235226301","47.1325218681773","47.0069639946659","48.0644551596215","41.3605630140103","40.6215637909002","35.8878465547737","39.9756526888973","42.6912709273271","42.3573362308136","40.2525903287295","42.950495049505","51.143481339377","49.0115926204089","48.5451570927979",
"Greenland","GRL","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","","","","","","","","","","","96.3751068756782","90.4294671452375","88.594580790201","89.9012702685266","116.526144728037","101.80375884311","89.2933465730679","89.2763042266554","78.9353706404219","104.601062810664","107.971456876631","110.155159793814","111.828180733671","107.164120651603","116.771958666327","113.835525485714","102.816459110473","108.332536223543","101.267775665399","87.8683680300132","88.0294406279734","73.6842055059982","76.0177005107741","71.0731171157685","64.4207204751485","66.586526428466","69.9782133640553","64.3564003671798","57.74625733939","60.6245330630859","59.7364284953087","54.5034033628319","59.0179053087757","51.771927146836","50.8642039711687","53.7895218649431","52.456229946122","52.8044286332498","55.3000780333891","43.5579337157519","47.4598742719136","52.3754974778138","51.1940458174842","55.7552907191883","50.1747723779073","42.9352330288216","48.3536211746243","47.552023262113","50.0035646166842","60.4542078397631","57.3855947518404","56.7164261726654","61.0975717820895","59.1905597869008","",
"Guatemala","GTM","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","22.4223862037549","21.4544461274678","19.9370409233998","25.5780804561292","28.2503293241728","31.1701991264984","31.1353994391314","30.6157550739594","29.5560384973611","29.4391995708989","30.1470588235294","29.2220878677952","30.9808213962785","33.7459118112287","40.2340673804861","37.2198908362818","36.6297832162837","40.3795259418109","39.1229849068301","39.7676226416822","39.5750567987104","33.8541957413583","28.7713672859252","25.2486176685694","25.4276660461704","22.9590606620727","27.6964892808657","34.3571799301492","32.8886843384381","32.839026479983","36.7572241197776","32.457539185352","36.6543440058726","34.552579139472","33.3584084668266","36.0549585926264","33.1869509044024","35.0926970102782","37.1942098844715","38.5077041787542","40.862818188197","43.8625557937691","57.8207830873424","58.3323822178002","61.5464924850248","59.2904797288059","60.3141848043173","60.9928830632741","57.8749270724411","50.4900208510295","54.8251619588612","57.6286295447453","54.3877048641643","51.9714348776416","50.2747010637354","45.5359239972175","41.5527385270562","40.9999300754646","41.5500928410776","40.243697862316","38.2478170141427","46.68296360836","49.9898336435908","42.6535700044625","41.5982104511416",
"Guam","GUM","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.9109149277689","13.0294396961064","13.4284126690128","19.9108734402852","12.7090877737541","12.6419250974411","13.188092466323","18.2449181953396","17.0259638080252","10.6659905341447","13.6669874879692","18.4225759768452","","",
"Guyana","GUY","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","93.9980808773132","92.5479849340866","86.6891113105925","97.2929273149685","93.4413836477987","94.2620689655172","99.2541152263374","97.131436632965","97.9325353645267","97.8740473325311","100.821508588499","101.400460911186","101.618554980811","101.93858560794","120.980412695087","143.292631578947","141.49282633571","127.367297946119","113.394336199416","115.187391599427","126.160477453581","138.509714371303","111.825726141079","85.8310626702997","96.6566388059748","95.2615384615384","90.161294477479","142.981290849459","107.781539579061","127.705718937409","143.223752692898","159.238823589796","196.480934651432","197.753196671402","177.859970793633","157.972600642325","162.034345850733","163.654758448667","142.711667113197","144.367441321214","150.280376724967","149.122232384685","144.60192050653","146.555353618531","157.905216364387","162.568992497255","62.0635698098344","63.6403543314097","69.6485770363083","60.7771549647867","66.328518095768","78.561313332634","84.0001385635281","77.9787723908406","71.662876574367","61.7546422384579","64.4478041476671","64.8880976809744","78.3058532148718","108.373789895331","88.4623105534308","108.588568456613","101.267880046298","117.303518517889","107.932178504232",
"High income","HIC","Merchandise trade (% of GDP)","TG.VAL.TOTL.GD.ZS","16.9673567299991","16.7950539335733","16.5971374581217","16.8769493540032","17.3635584356806","17.512828913505","17.7195103255933","17.5193171183269","18.3176900398013","19.1251526371284","20.2436675096997","20.4158622665444","20.9450829460706","23.8057852022629","30.2176512812198","27.8706590637019","29.3111376124797","29.4811489222814","28.7329664712485","31.5284358722922","34.1938257898925","33.2404091295281","31.3269259125697","29.5455104138445","30.5178763623475","29.5475827134715","27.4189594929963","28.0934517339297","28.6341962393146","29.5846999397463","30.1334452716357","29.1994557041012","28.7570542953665","28.1034480962952","29.9023392790314","32.050716477125","33.1517001170574","34.5537926986998","34.4087324224501","35.0323558528975","38.2185523410807","36.8825470188629","36.6424869128952","37.8989125695687","40.6823740438137","42.9546841630693","45.9931786330678","47.6855239079891","50.4511865212863","41.5289443459191","46.5485692420708","50.5478729773483","50.2697975380032","50.3841692470001","49.6474433455502","46.411186597931","44.6443691352671","46.5895899003491","47.9854775775537","46.1590007244179","43.8125805644232","48.5518150563723","52.8404624182506","47.8727117180945","46.496450787558",
